Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Chipotle Mexican Grill #427,78717,09/10/2020,99,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",10176919,Routine Inspection
Salvation Army Adult Rehab,78745,06/14/2021,83,"4216 S CONGRESS AVE
AUSTIN, TX 78745
(30.220527, -97.76543)",2800736,Routine Inspection
Hula Hut,78703,05/18/2021,74,"3825 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.295572, -97.783772)",2800563,Routine Inspection
BC - Daily Juice Cafe,78738,11/16/2021,95,"12921 SHOPS PKWY
BEE CAVE, TX 78738
(30.30647, -97.94517)",11128918,Routine Inspection
J W Marriott Austin - Corner,78701,02/23/2022,93,"110 E 2ND ST
AUSTIN, TX 78701
(30.264104, -97.743445)",11274894,Routine Inspection
Super Mercado Mexicana (Market),78753,12/14/2021,87,"701 MASTERSON PASS
AUSTIN, TX 78753
(30.370765, -97.69152)",11663071,Routine Inspection
XTC,78724,01/06/2020,94,"3501 ANDTREE BLVD
AUSTIN, TX 78724
(30.322242, -97.659577)",2801306,Routine Inspection
CVS/Pharmacy #3881,78748,11/22/2019,96,"520 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172264, -97.79917)",10017515,Routine Inspection
PF - Taste of Ethiopia,78664,11/18/2020,78,"1100 GRAND AVENUE PKWY
PFLUGERVILLE, TX 78664
(30.4584, -97.65108)",12392394,Routine Inspection
Eastside Pies Too!,78751,12/17/2020,86,"5312 AIRPORT BLVD
AUSTIN, TX 78751
(30.31466, -97.71482)",10487262,Routine Inspection
IDEA Public Schools,78747,09/22/2020,100,"1700 E SLAUGHTER LN
AUSTIN, TX 78747
(30.15316, -97.76902)",11570634,Routine Inspection
"8464 Holdings, LLC",78701,11/04/2020,94,"96 RAINEY ST
AUSTIN, TX 78701
(30.260778, -97.738051)",11775810,Routine Inspection
Panda Express #1319,78752,03/27/2020,97,"5764 AIRPORT BLVD
AUSTIN, TX 78752
(30.32148, -97.71429)",10001260,Routine Inspection
Hampton Inn & Suites Austin-Airport,78744,07/02/2020,98,"7712 E RIVERSIDE DR
AUSTIN, TX 78744
(30.21686, -97.689864)",11621342,Routine Inspection
Black Sheep Lodge,78704,09/23/2020,91,"2108 S LAMAR BLVD
AUSTIN, TX 78704
(30.248126, -97.77107)",10251709,Routine Inspection
Estancia Churrascaria,78759,03/15/2021,90,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",10662646,Routine Inspection
El Michoacano Mexican Rest.,78617,08/29/2022,74,"2701 E SH
AUSTIN, TX 78617",2800796,Routine Inspection
Doc B's Fresh Kitchen - Domain Austin,78758,12/30/2019,97,"3001 PALM WAY
AUSTIN, TX 78758
(30.40284, -97.71939)",11816968,Routine Inspection
"Tiny Pies Holdings, LLC",78752,05/18/2022,94,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.334364, -97.68945)",12395262,Routine Inspection
Bowie High School,78749,04/29/2021,100,"4103 W SLAUGHTER LN
AUSTIN, TX 78749
(30.18839, -97.856476)",2800602,Routine Inspection
Kentucky Fried Chicken,78729,10/19/2021,86,"13435 N US 183 HWY
AUSTIN, TX 78729
(30.44765, -97.78964)",11789508,Routine Inspection
Mimi's Cafe #126,78759,01/06/2021,71,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10005840,Routine Inspection
Casa Arandinas,78660,07/15/2022,77,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45631, -97.66074)",11951793,Routine Inspection
Pinkberry 205,78746,07/24/2020,100,"2901 S CAPITAL OF TEXAS HWY
NB AUSTIN, TX 78746
(30.25613, -97.81065)",11250157,Routine Inspection
La Moreliana Meat Market #2,78744,04/24/2020,74,"1909 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.188057, -97.764477)",11565893,Routine Inspection
Jet's Pizza,78748,09/29/2022,95,"9001 BRODIE LN
AUSTIN, TX 78748
(30.194048, -97.843038)",12145995,Routine Inspection
Meches Mexican Restaurant,78617,01/04/2021,77,"13602 FM 812 RD
AUSTIN, TX 78617
(30.12339, -97.63855)",11700658,Routine Inspection
Austin Transitional Center,78617,09/30/2021,100,"3154 E SH
AUSTIN, TX 78617",10402997,Routine Inspection
Nervous Charlies,78751,08/16/2022,92,"5501 N LAMAR BLVD
AUSTIN, TX 78751
(30.322879, -97.728249)",12020964,Routine Inspection
Kebabalicious,78702,05/17/2021,92,"1311 E 7TH ST
AUSTIN, TX 78702
(30.264699, -97.728228)",11039598,Routine Inspection
LW - Lakeway Market,78734,07/22/2020,81,"2114 LAKEWAY BLVD
LAKEWAY, TX 78734
(30.35786, -97.97821)",10647346,Routine Inspection
7-Eleven Convenience Store #36633B,78753,04/20/2020,96,"9401 N IH
AUSTIN, TX 78753",11459183,Routine Inspection
Copperfield Elementary,78753,03/28/2022,97,"12135 THOMPKINS DR
AUSTIN, TX 78753
(30.388858, -97.660331)",2801288,Routine Inspection
Hampton Inn- Austin NW,78759,12/27/2021,73,"3908 W BRAKER LN
AUSTIN, TX 78759
(30.39697, -97.735017)",12044030,Routine Inspection
PF - Go Xpress,78660,07/27/2022,87,"19500 N HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.488287, -97.610659)",12186561,Routine Inspection
Benvolio's,78757,05/12/2022,93,"8023 BURNET RD
AUSTIN, TX 78757
(30.359155, -97.73005)",12395954,Routine Inspection
Panda Express #1939,78746,07/20/2021,94,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",10510935,Routine Inspection
El Tacorrido,78704,07/13/2022,80,"2316 S 1ST ST
AUSTIN, TX 78704
(30.242377, -97.759254)",11074173,Routine Inspection
WL - Jersey Mikes Subs,78746,06/29/2022,97,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.274936, -97.801157)",12186412,Routine Inspection
Pekitas,78757,02/01/2021,93,"8762 RESEARCH BLVD
AUSTIN, TX 78757
(30.36571, -97.71847)",11526388,Routine Inspection
Star of India Rest.&Bar,78757,03/03/2021,78,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35962, -97.737999)",2800900,Routine Inspection
Austin Shell,78702,01/13/2020,89,"701 N IH
AUSTIN, TX 78702",2803879,Routine Inspection
"Gustavo ""Gus"" L. Garcia Recreation Center",78753,01/26/2022,94,"1201 E RUNDBERG LN
AUSTIN, TX 78753
(30.354, -97.68142)",10184409,Routine Inspection
Wayside Schools,78744,11/18/2021,96,"6405 S IH
AUSTIN, TX 78744",10936961,Routine Inspection
Starbucks,78741,06/21/2022,95,"2300 ORACLE WAY
AUSTIN, TX 78741
(30.24387, -97.72236)",11864160,Routine Inspection
Aloft Element Banquets,78701,11/04/2020,100,"109 E 7TH ST
AUSTIN, TX 78701
(30.268875, -97.742021)",11733659,Routine Inspection
Milindo Jalisco,78757,05/06/2020,81,"8618 RESEARCH BLVD
AUSTIN, TX 78757
(30.36247, -97.71753)",12185861,Routine Inspection
Wanderlust Wine Company LLC,78701,05/26/2022,82,"610 N IH
AUSTIN, TX 78701",12394525,Routine Inspection
St David's South Hosp (Columbia),78745,11/12/2021,95,"901 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.22669, -97.77385)",2800266,Routine Inspection
New World Deli,78751,03/24/2020,93,"4101 GUADALUPE ST
AUSTIN, TX 78751
(30.30655, -97.73573)",2801233,Routine Inspection
Chipotle Mexican Grill # 3660,78741,03/29/2022,95,"1700 E OLTORF ST
AUSTIN, TX 78741
(30.23382, -97.73828)",12393300,Routine Inspection
West Oaks Nursing and Rehabilitation Center,78748,05/24/2021,96,"3200 W SLAUGHTER LN
AUSTIN, TX 78748
(30.18011, -97.84261)",12177233,Routine Inspection
Michelle's Patisserie,78750,08/27/2020,100,"12233 N FM 620 RD
AUSTIN, TX 78750
(30.46226, -97.81577)",10366495,Routine Inspection
Rodriguez Elementary School,78744,11/18/2021,98,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
(30.199287, -97.744858)",2801092,Routine Inspection
PF - Walgreens # 11568,78660,10/06/2020,96,"1821 FM 685 RD
PFLUGERVILLE, TX 78660
(30.4556, -97.60226)",12392479,Routine Inspection
Murphy's Deli,78701,02/15/2022,86,"700 LAVACA ST
AUSTIN, TX 78701
(30.270199, -97.744671)",11397192,Routine Inspection
Mai Thai,78701,05/16/2022,74,"207 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264368, -97.741527)",10535930,Routine Inspection
Speedway Food Mart,78705,11/12/2020,88,"104 E 31ST ST
AUSTIN, TX 78705
(30.295089, -97.736671)",2803713,Routine Inspection
Habitat Hotel,78752,05/15/2020,96,"500 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.32844, -97.71041)",2800174,Routine Inspection
Mr. Zip #603,78704,06/21/2022,86,"3909 S CONGRESS AVE
AUSTIN, TX 78704
(30.223905, -97.763343)",10926735,Routine Inspection
LW - Raising Cane's Restaurants,78734,03/23/2020,100,"1600 S FM 620 RD
LAKEWAY, TX 78734",11531765,Routine Inspection
PF - Lone Star Bar,78660,02/22/2022,92,"403 FM
PFLUGERVILLE, TX 78660",12186614,Routine Inspection
Uroko,78721,11/22/2021,90,"1023 SPRINGDALE RD
AUSTIN, TX 78721
(30.267919, -97.694036)",12168955,Routine Inspection
Cafe Hornitas Tex Mex,78705,07/25/2022,92,"3704 N IH
AUSTIN, TX 78705",2803272,Routine Inspection
Big Easy Bar and Grill,78702,12/02/2020,92,"1806 E 12TH ST
AUSTIN, TX 78702
(30.273684, -97.720473)",11284834,Routine Inspection
Quinta Caporales Meat Market- Deli,78745,07/11/2022,76,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.20903, -97.782932)",10243063,Routine Inspection
Austin Rotisserie and Sandwicherie,78701,06/13/2022,90,"111 CONGRESS AVE
AUSTIN, TX 78701
(30.263828, -97.744375)",12395391,Routine Inspection
CVS/pharmacy #10661,78727,10/06/2021,95,"1801 W PARMER LN
AUSTIN, TX 78727
(30.413384, -97.691025)",11555309,Routine Inspection
Target  #1542,78723,12/30/2020,94,"5621 N IH
AUSTIN, TX 78723",2803679,Routine Inspection
C-Boy's Heart & Soul,78704,06/16/2021,98,"2008 S CONGRESS AVE
AUSTIN, TX 78704
(30.24369, -97.751871)",11066944,Routine Inspection
Hecho En Mexico,78741,05/11/2020,91,"2101 MONTOPOLIS DR
AUSTIN, TX 78741
(30.22384, -97.70419)",11859270,Routine Inspection
BC - All Star Burger,78738,07/12/2022,91,"12921 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309572, -97.941875)",10655048,Routine Inspection
Manon's Shared Kitchen,78758,02/23/2022,98,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.356222, -97.715222)",12393358,Routine Inspection
Moviehouse & Eatery,78726,05/18/2021,90,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",12393083,Routine Inspection
Tillery Kitchen & Bar,78702,05/26/2022,90,"3201 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2517, -97.708677)",11633996,Routine Inspection
Widen Elementary School,78744,03/05/2020,98,"5605 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.189217, -97.741416)",2800240,Routine Inspection
Sam's Club #6188 - Meat Market,78717,11/26/2019,99,"10901 LAKELINE MALL DR
AUSTIN, TX 78717
(30.474165, -97.796538)",11293639,Routine Inspection
Canopy Austin Hotel & Verbena Restaurant,78701,01/13/2022,77,"604 W 6TH ST
AUSTIN, TX 78701
(30.269746, -97.748842)",12393043,Routine Inspection
Cafe No Se,78704,10/26/2020,94,"1603 S CONGRESS AVE
AUSTIN, TX 78704
(30.247585, -97.750426)",11389393,Routine Inspection
"Cake and Spoon Baking Co, The",78702,04/19/2021,95,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259374, -97.707114)",10459759,Routine Inspection
PitaLicious,78727,04/24/2020,86,"4101 W PARMER LN
AUSTIN, TX 78727
(30.425948, -97.716411)",11983145,Routine Inspection
OOB - Sonic Drive In,78702,09/23/2020,86,"1815 AIRPORT BLVD
AUSTIN, TX 78702
(30.28163, -97.70338)",2800294,Routine Inspection
OOB - McDonald's,78704,11/02/2021,92,"3909 S CONGRESS AVE
AUSTIN, TX 78704
(30.223905, -97.763343)",2801718,Routine Inspection
JD's Market,78660,09/09/2021,60,"14300 DESSAU RD
AUSTIN, TX 78660
(30.41492, -97.63321)",10435389,Routine Inspection
Taco Shack,78756,01/06/2021,83,"4412 MEDICAL PKWY
AUSTIN, TX 78756
(30.314494, -97.741873)",2800840,Routine Inspection
Mariana's Kitchen,78745,12/16/2020,90,"5510 S IH
AUSTIN, TX 78745",11514048,Routine Inspection
"Yogurt Planet, LLC",78751,11/15/2019,93,"4601 N LAMAR BLVD
AUSTIN, TX 78751
(30.315378, -97.735746)",10197585,Routine Inspection
Tillery Kitchen & Bar,78702,11/07/2019,99,"3201 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2517, -97.708677)",11633996,Routine Inspection
PF - Baskin Robbins,78660,02/22/2022,96,"1552 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45262, -97.60396)",12395299,Routine Inspection
WL - P. Terry's Burger Stand,78746,10/27/2020,96,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",10771894,Routine Inspection
Crepeful,78732,05/15/2020,100,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.406508, -97.874421)",12101220,Routine Inspection
ABIA Salt Lick BBQ,78719,09/24/2020,86,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",11737449,Routine Inspection
Moviehouse & Eatery,78735,04/06/2022,93,"7415 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.256314, -97.868022)",12393085,Routine Inspection
Popeyes Louisiana Kitchen,78745,03/05/2020,98,"2101 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.2296, -97.79078)",11864489,Routine Inspection
Circle K #2741303,78748,04/21/2022,92,"8628 MANCHACA RD
AUSTIN, TX 78748",2803589,Routine Inspection
Smokey Mo's BBQ,78727,11/08/2021,90,"6001 W PARMER LN
AUSTIN, TX 78727
(30.441937, -97.74148)",10776533,Routine Inspection
Starbucks Coffee #16052,78746,07/29/2020,100,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",10657898,Follow-Up Inspection
Wendy's #W127,78748,07/13/2021,95,"305 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167982, -97.794191)",11115668,Routine Inspection
Quacks 43rd Street Bakery,78751,09/08/2021,92,"411 E 43RD ST
AUSTIN, TX 78751
(30.304787, -97.726453)",2801061,Routine Inspection
LW - Crown Donut,78734,02/09/2021,90,"325 S FM 620 RD
LAKEWAY, TX 78734",12141731,Routine Inspection
INKA Chicken,78728,10/24/2019,80,"1707 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43886, -97.67188)",10739509,Routine Inspection
Carino's Italian,78753,11/09/2020,88,"12901 N IH
AUSTIN, TX 78753",11814853,Routine Inspection
Dollar Tree # 3211,78729,09/01/2022,92,"13729 N US 183 HWY
AUSTIN, TX 78729
(30.45924, -97.79269)",11127582,Routine Inspection
Hyatt Regency Austin- Marker 10,78704,11/02/2020,100,"208 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258965, -97.747245)",10046991,Routine Inspection
Riverside Grocery,78741,03/30/2021,91,"1727 E RIVERSIDE DR
AUSTIN, TX 78741
(30.243391, -97.729512)",10007389,Routine Inspection
Starbucks Coffee #13331,78758,03/11/2022,93,"11410 CENTURY OAKS TER
AUSTIN, TX 78758
(30.400787, -97.726609)",10009728,Routine Inspection
Toms,78704,08/12/2020,100,"1401 S CONGRESS AVE
AUSTIN, TX 78704
(30.249725, -97.749618)",11099415,Routine Inspection
Rosedale Elementary,78756,12/19/2019,99,"2117 W 49TH ST
AUSTIN, TX 78756
(30.320442, -97.740208)",12185698,Routine Inspection
Austin Catering,78757,12/10/2020,97,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.358229, -97.735348)",2802325,Routine Inspection
Nono's Tacos,78758,05/22/2020,94,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.369438, -97.715352)",11437544,Routine Inspection
Longhorn Village - Formal Dining,78732,02/27/2020,98,"12501 LONGHORN PKWY
AUSTIN, TX 78732
(30.351111, -97.909249)",10260609,Routine Inspection
Star Mart 16,78723,11/16/2021,98,"5517 CAMERON RD
AUSTIN, TX 78723
(30.313433, -97.704492)",12186422,Routine Inspection
Longhorn Village - Assisted Living,78732,07/26/2022,100,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.35019, -97.91156)",10260618,Routine Inspection
"Cornerstone Hospital of Austin, LLC",78756,12/10/2019,88,"4207 BURNET RD
AUSTIN, TX 78756
(30.312212, -97.74364)",2801191,Routine Inspection
BC - FoliePop's,78738,08/05/2021,99,"13420 GALLERIA CIR
BEE CAVE, TX 78738
(30.309737, -97.939079)",12393257,Routine Inspection
Tokyo Gardens Catering,78726,09/16/2022,100,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.405266, -97.853234)",2802625,Routine Inspection
WL - McDonald's,78746,04/13/2020,93,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.274936, -97.801157)",2803243,Routine Inspection
Gloria's Restaurant #11,78758,11/08/2019,83,"3309 ESPERANZA XING
AUSTIN, TX 78758
(30.40038, -97.725942)",10359753,Routine Inspection
Escuelita del Alma,78722,07/27/2021,98,"3109 N IH
AUSTIN, TX 78722",10215627,Routine Inspection
Travis County Correctional Complex,78617,07/06/2021,95,"3614 BILL PRICE RD
AUSTIN, TX 78617
(30.19717, -97.64698)",12153904,Routine Inspection
Bread Basket,78745,03/09/2022,88,"8801 WEST GATE BLVD
AUSTIN, TX 78745
(30.19126, -97.83264)",10874948,Routine Inspection
Taqueria Arandinas,78741,06/14/2022,75,"2100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.240169, -97.726897)",2801526,Routine Inspection
Pizzeria Grata,78745,02/10/2021,85,"4415 MANCHACA RD
AUSTIN, TX 78745
(30.228372, -97.789335)",12186254,Routine Inspection
Holiday Inn Express,78753,11/03/2021,91,"8500 N IH
AUSTIN, TX 78753",2801172,Routine Inspection
Bread Basket,78727,12/15/2021,85,"1800 SCOFIELD RIDGE PKWY
AUSTIN, TX 78727
(30.42844, -97.68164)",11927255,Routine Inspection
CiCi's Pizza,78745,09/19/2022,89,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202323, -97.804648)",10507223,Routine Inspection
The Gossip Shack 2,78660,04/16/2020,99,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45569, -97.65911)",12185596,Routine Inspection
Choice Food Mart,78725,02/04/2020,91,"14326 HUNTERS BEND RD
AUSTIN, TX 78725
(30.245153, -97.583254)",11432746,Routine Inspection
Vamonos,78751,01/28/2020,93,"4807 AIRPORT BLVD
AUSTIN, TX 78751
(30.308548, -97.71565)",12146828,Routine Inspection
Ski Shores Cafe,78704,11/09/2020,94,"1608 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262284, -97.761818)",12392853,Routine Inspection
East First Grocery,78702,02/05/2021,94,"1811 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.257197, -97.724851)",10120977,Routine Inspection
Austin Baptist Chapel,78702,12/19/2019,90,"908 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.26069, -97.7349)",2800389,Routine Inspection
Thundercloud Subs,78727,05/01/2020,93,"2500 W PARMER LN
AUSTIN, TX 78727
(30.41959, -97.702884)",2800765,Routine Inspection
Los Pinos,78734,04/03/2020,92,"4919 HUDSON BEND RD
AUSTIN, TX 78734
(30.411884, -97.926738)",2802754,Routine Inspection
Pflugerville Nutrition,78660,06/01/2022,97,"2700 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44932, -97.65701)",12393740,Routine Inspection
Travis County  DWI Treatment,78617,11/23/2021,97,"3404 S FM 973 RD
AUSTIN, TX 78617
(30.20035, -97.6406)",2800878,Routine Inspection
Central Star Lodge #1631,78723,09/02/2020,100,"7237 E US 290 HWY
AUSTIN, TX 78723
(30.32268, -97.67989)",2800264,Routine Inspection
Squeezed Texas,78759,03/12/2020,92,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",12044999,Routine Inspection
Torchy's Tacos,78701,10/28/2020,96,"110 SAN ANTONIO ST
AUSTIN, TX 78701
(30.264904, -97.749028)",12074197,Routine Inspection
La Michoacana Taqueria,78702,03/31/2020,97,"1917 E 7TH ST
AUSTIN, TX 78702
(30.262207, -97.72079)",2801030,Routine Inspection
Helping Hand Home For Children,78751,04/08/2020,94,"3804 AVENUE
AUSTIN, TX 78751
(30.30244, -97.73629)",2800549,Routine Inspection
OOB - Donkey Mo's,78613,09/15/2021,89,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47186, -97.802769)",12085964,Routine Inspection
Taqueria Guadalajara,78753,09/17/2020,71,"9207 N LAMAR BLVD
AUSTIN, TX 78753
(30.361442, -97.697941)",10008754,Routine Inspection
Royal Blue Grocery,78701,07/14/2022,96,"51 RAINEY ST
AUSTIN, TX 78701
(30.256896, -97.739482)",11159730,Routine Inspection
PF - Freddy's Frozen Custard & Steakburgers,78660,05/11/2021,88,"2602 W PECAN ST
PFLUGERVILLE, TX 78660
(30.448429, -97.655217)",12392469,Routine Inspection
Denny's #686,78752,02/23/2021,88,"7100 N IH
AUSTIN, TX 78752",2800171,Routine Inspection
Smoothie King,78749,06/08/2021,95,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222644, -97.839738)",12185776,Routine Inspection
La Buena Supermercado (Retail),78745,08/15/2022,85,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.207845, -97.780092)",12394422,Routine Inspection
Texas Land & Cattle,78745,01/25/2021,98,"5510 S IH
AUSTIN, TX 78745",11960966,Routine Inspection
Happy Hearts Bilingual Learning Center #2,78748,03/08/2022,97,"1112 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17398, -97.81229)",11153488,Routine Inspection
Taqueria Las Chivas,78753,05/10/2022,72,"8624 N LAMAR BLVD
AUSTIN, TX 78753
(30.355051, -97.703286)",12392704,Routine Inspection
Race Express,78744,04/15/2021,83,"4718 S US 183 HWY
AUSTIN, TX 78744
(30.18332, -97.68763)",11249310,Routine Inspection
BC - Snack Max # 6,78738,04/06/2020,89,"13006 W SH
BEE CAVE, TX 78738",11753835,Routine Inspection
Pflugerville Donuts,78660,11/27/2019,91,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45631, -97.66074)",10664733,Routine Inspection
Polvo's Restaurant & Bar,78704,01/11/2022,85,"2004 S 1ST ST
AUSTIN, TX 78704
(30.2451, -97.757298)",2801085,Routine Inspection
Accent Food Services - TC Tax Office,78751,07/20/2021,98,"5501 AIRPORT BLVD
AUSTIN, TX 78751
(30.31649, -97.71308)",12394532,Routine Inspection
Chinos and Gringos,78749,10/29/2021,96,"6705 W US 290 HWY
AUSTIN, TX 78749
(30.23395, -97.86665)",11495950,Routine Inspection
Zen Food Mart,78704,02/07/2020,95,"3010 S LAMAR BLVD
AUSTIN, TX 78704
(30.242744, -97.783533)",10589560,Routine Inspection
Eddie V's #8502,78759,04/27/2021,90,"9400 ARBORETUM BLVD
AUSTIN, TX 78759
(30.38928, -97.75211)",11459941,Routine Inspection
Carver Museum/Library,78702,01/27/2020,89,"1165 ANGELINA ST
AUSTIN, TX 78702
(30.270157, -97.724565)",2802040,Routine Inspection
PF - Pflugerville Donut,78660,06/28/2022,98,"1616 FM
PFLUGERVILLE, TX 78660",12186591,Routine Inspection
Sam's Club #6188 - Bakery,78717,05/13/2022,99,"10901 LAKELINE MALL DR
AUSTIN, TX 78717
(30.474165, -97.796538)",11293606,Routine Inspection
Crown Donuts,78750,08/20/2020,93,"10700 ANDERSON MILL RD
AUSTIN, TX 78750
(30.44704, -97.81089)",11108861,Routine Inspection
El Secreto De La Abuela,78702,08/03/2021,77,"817 AIRPORT BLVD
AUSTIN, TX 78702
(30.256186, -97.692935)",10814832,Routine Inspection
VV-Beachside Billys,78641,05/08/2020,89,"16107 WHARF CV
VOLENTE, TX 78641
(30.44225, -97.91343)",11860856,Routine Inspection
Alamo Senior Lunch,78722,07/06/2022,88,"2100 ALAMO ST
AUSTIN, TX 78722
(30.28239, -97.71978)",2802204,Routine Inspection
Pho Saigon,78753,07/08/2021,89,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378477, -97.688329)",10001056,Routine Inspection
MN - Subway,78653,07/27/2020,92,"11923 E US 290 HWY
MANOR, TX 78653
(30.34906, -97.54325)",11045391,Routine Inspection
OOB - Canteen @ Alorica-GM,78744,08/27/2020,99,"7401 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.21642, -97.69563)",12186285,Routine Inspection
V-Cafe,78750,07/15/2020,90,"10700 ANDERSON MILL RD
AUSTIN, TX 78750
(30.44704, -97.81089)",12185788,Routine Inspection
Circle K # 2741552,78724,01/13/2021,89,"12200 FM 969 RD
AUSTIN, TX 78724
(30.254384, -97.605984)",11239100,Routine Inspection
Stony's Pizza,78737,03/31/2022,94,"9521 W US 290 HWY
AUSTIN, TX 78737
(30.23056, -97.93417)",12396341,Routine Inspection
Mastercraft Beverage DBA Friends and Allies,78702,06/25/2021,96,"979 SPRINGDALE RD
AUSTIN, TX 78702
(30.263918, -97.696604)",11688076,Routine Inspection
"Spec's Wines, Spirits & Finer Foods, #62",78759,02/02/2021,99,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10016853,Routine Inspection
Ho Ho Chinese BBQ,78753,08/17/2020,73,"13000 N IH
AUSTIN, TX 78753",10293083,Routine Inspection
Jason's Deli,78748,09/27/2022,98,"9600 S IH
AUSTIN, TX 78748",10017881,Routine Inspection
MOD Pizza,78748,03/12/2020,91,"9600 S IH
AUSTIN, TX 78748",11779206,Routine Inspection
Happyrito Seafood,78613,03/09/2022,94,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.47041, -97.80207)",12395537,Routine Inspection
Red River Cafe,78705,07/27/2022,90,"2912 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.289601, -97.728251)",12395710,Routine Inspection
Jack in the Box #848,78753,01/25/2022,90,"8630 N LAMAR BLVD
AUSTIN, TX 78753
(30.355288, -97.702961)",10789914,Routine Inspection
Julie's Handmade Noodles,78758,10/11/2021,85,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",11534774,Routine Inspection
Oasis Pizza and Cafe,78728,03/27/2020,91,"14735 BRATTON LN
AUSTIN, TX 78728
(30.446424, -97.686119)",12186288,Routine Inspection
Dollar General #11209,78753,03/09/2022,89,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.366401, -97.695129)",10143953,Routine Inspection
Ruta Maya Importing Ltd.,78744,12/19/2019,96,"6231 E STASSNEY LN
AUSTIN, TX 78744
(30.201292, -97.721425)",11705232,Routine Inspection
Yellow Jacket Social Club,78702,07/29/2020,88,"1704 E 5TH ST
AUSTIN, TX 78702
(30.26137, -97.72465)",10428064,Routine Inspection
Walgreens #6649,78730,08/30/2022,98,"6911 N FM 620 RD
AUSTIN, TX 78730",2803852,Routine Inspection
PF - Three Legged Goat,78660,03/01/2022,100,"200 E PECAN ST
PFLUGERVILLE, TX 78660
(30.43929, -97.619641)",12394347,Routine Inspection
"Cavalier, The",78702,10/13/2021,88,"2400 WEBBERVILLE RD
AUSTIN, TX 78702
(30.26278, -97.71464)",11863576,Routine Inspection
